ID,Exec,FO,Tempo
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,0,6.080000,782.669575
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,1,9.020000,715.500581
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,2,7.010000,782.021634
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,3,8.750000,711.020746
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,4,5.845000,781.238940
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,5,7.500000,717.025321
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,6,6.250000,787.307075
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,7,8.500000,706.225920
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,8,7.600000,791.935754
187-0.005.0.95.400.10.0.5.UM_PONTO.ROLETA.750,9,11.000000,712.693523
