ID,Exec,FO,Tempo
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,0,7.900000,1498.571351
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,1,6.100000,1505.566182
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,2,29.770000,1499.293608
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,3,6.730000,1492.196020
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,4,15.800000,1495.384792
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,5,11.150000,1495.068582
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,6,10.900000,1493.885970
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,7,8.330000,1503.332493
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,8,9.750000,1502.414261
411-0.005.0.95.800.10.0.8.UM_PONTO.ROLETA.500,9,6.840000,1506.040133
