ID,Exec,FO,Tempo
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,0,11.300000,743.182673
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,1,8.080000,692.584642
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,2,7.610000,755.294455
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,3,7.400000,676.584068
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,4,8.700000,758.708248
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,5,10.100000,677.376942
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,6,6.335000,752.626494
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,7,15.600000,683.245975
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,8,7.350000,756.334981
1267-0.01.0.95.400.10.0.5.UM_PONTO.ROLETA.750,9,6.350000,678.653863
