ID,Exec,FO,Tempo
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,0,21.500000,37.584229
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,1,26.300000,38.094611
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,2,23.250000,37.918372
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,3,46.050000,37.717243
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,4,11.700000,37.847900
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,5,9.500000,37.903834
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,6,28.600000,37.892431
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,7,11.500000,37.448804
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,8,25.500000,37.683018
1715-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_4.1000,9,25.335000,37.985629
