ID,Exec,FO,Tempo
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,0,7.730000,1528.794850
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,1,5.650000,1532.528751
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,2,11.145000,1520.540072
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,3,9.300000,1541.948868
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,4,7.455000,1524.803220
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,5,6.850000,1538.162644
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,6,10.950000,1533.567884
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,7,9.850000,1536.412861
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,8,9.750000,1523.977158
1491-0.01.0.95.800.10.0.8.UM_PONTO.ROLETA.500,9,6.300000,1528.064733
