ID,Exec,FO,Tempo
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,0,372.800000,83.425226
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,1,70.050000,77.540820
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,2,111.315000,76.530446
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,3,243.920000,76.801332
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,4,106.780000,76.180522
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,5,239.330000,76.349586
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,6,341.545000,80.064500
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,7,355.935000,81.918924
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,8,117.570000,75.745077
1295-0.01.0.95.400.10.0.5.SEGMENTADO.ROLETA.1000,9,417.950000,81.513838
