ID,Exec,FO,Tempo
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,0,492.050000,559.318002
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,1,54.950000,390.072606
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,2,54.950000,397.869277
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,3,486.750000,682.010316
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,4,481.125000,526.523331
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,5,495.725000,545.601953
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,6,399.885000,735.847751
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,7,54.300000,384.436546
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,8,54.450000,340.749562
1256-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.1000,9,477.430000,508.420848
