ID,Exec,FO,Tempo
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,0,420.715000,1445.498674
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,1,422.550000,1362.489241
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,2,487.470000,1195.015318
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,3,419.855000,1515.085841
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,4,485.160000,1256.264127
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,5,54.600000,701.300176
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,6,407.695000,1425.751144
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,7,498.445000,1151.969267
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,8,496.390000,1086.958284
829-0.005.0.99.400.20.0.5.MULTIPLOS_PONTOS_4.TORNEIO_2.750,9,482.150000,905.310409
