ID,Exec,FO,Tempo
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,0,53.000000,38.549586
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,1,56.900000,40.390700
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,2,54.300000,40.225053
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,3,53.950000,39.910123
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,4,56.450000,40.160240
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,5,72.445000,39.929490
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,6,54.400000,40.210971
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,7,159.915000,40.017921
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,8,68.200000,40.170864
1708-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.750,9,105.240000,41.219141
