ID,Exec,FO,Tempo
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,0,55.100000,399.539258
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,1,54.600000,399.874743
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,2,421.670000,695.812836
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,3,416.915000,739.180445
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,4,498.270000,617.944826
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,5,501.980000,596.899738
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,6,488.450000,588.086378
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,7,54.700000,386.210913
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,8,54.700000,400.380381
572-0.005.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,9,493.590000,582.229907
