ID,Exec,FO,Tempo
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,0,55.800000,784.059648
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,1,55.905000,695.631980
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,2,488.005000,1054.663433
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,3,66.450000,734.728275
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,4,397.595000,1335.122739
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,5,489.680000,1034.473149
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,6,485.210000,1144.664709
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,7,425.435000,1240.092904
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,8,414.715000,1009.074954
1271-0.01.0.95.400.10.0.5.MULTIPLOS_PONTOS_2.TORNEIO_2.1000,9,474.555000,1127.288532
