ID,Exec,FO,Tempo
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,0,404.970000,509.309492
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,1,54.800000,377.744573
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,2,54.950000,352.580585
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,3,390.540000,570.455411
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,4,466.720000,470.866467
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,5,430.075000,517.553377
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,6,55.150000,354.311348
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,7,397.295000,635.718240
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,8,388.495000,594.224604
1244-0.01.0.95.200.20.0.8.SEGMENTADO.TORNEIO_2.1000,9,485.110000,469.755809
