ID,Exec,FO,Tempo
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,0,5.125000,346.315218
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,1,6.950000,405.511487
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,2,4.835000,407.716348
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,3,5.950000,378.296254
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,4,6.040000,360.553243
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,5,8.150000,405.230453
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,6,5.875000,407.452559
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,7,5.850000,366.297312
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,8,5.050000,369.001181
591-0.005.0.99.200.10.0.8.UM_PONTO.ROLETA.500,9,7.850000,404.789430
