ID,Exec,FO,Tempo
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,0,56.295000,74.275681
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,1,54.850000,75.073046
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,2,112.060000,77.188374
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,3,55.840000,74.333927
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,4,54.400000,76.904656
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,5,53.600000,73.886646
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,6,54.150000,74.418719
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,7,53.815000,74.758015
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,8,53.450000,74.124893
853-0.005.0.99.400.20.0.5.UNIFORME.ROLETA.750,9,54.850000,76.627747
