ID,Exec,FO,Tempo
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,0,28.830000,383.740447
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,1,95.135000,367.634403
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,2,95.615000,351.472837
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,3,124.780000,401.531342
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,4,159.620000,419.701504
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,5,58.645000,361.018093
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,6,61.235000,358.872084
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,7,55.150000,391.542900
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,8,63.650000,394.026544
556-0.005.0.99.200.10.0.5.MULTIPLOS_PONTOS_2.ROLETA.750,9,78.690000,358.313236
