ID,Exec,FO,Tempo
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,0,13.900000,760.631196
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,1,13.550000,801.915277
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,2,14.745000,771.020774
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,3,15.050000,782.125030
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,4,9.650000,784.823869
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,5,8.700000,766.121412
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,6,8.750000,800.423795
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,7,8.250000,751.066968
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,8,19.100000,814.952315
181-0.005.0.95.400.10.0.5.UM_PONTO.TORNEIO_2.750,9,15.920000,749.309716
