ID,Exec,FO,Tempo
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,0,53.150000,309.725968
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,1,51.100000,312.843343
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,2,54.100000,317.939552
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,3,34.505000,308.770040
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,4,53.900000,314.499797
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,5,40.935000,319.694603
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,6,52.550000,311.025910
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,7,103.510000,317.454037
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,8,62.410000,314.906343
1654-0.01.0.99.200.10.0.5.SEGMENTADO.ROLETA.750,9,52.800000,311.809963
