ID,Exec,FO,Tempo
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,0,6.000000,37.818130
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,1,6.550000,38.102922
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,2,5.750000,38.026982
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,3,6.335000,37.601335
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,4,7.550000,37.990330
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,5,8.675000,37.936677
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,6,6.000000,38.349584
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,7,7.150000,37.825642
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,8,6.035000,38.067398
630-0.005.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.500,9,5.545000,38.157599
