ID,Exec,FO,Tempo
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,0,53.950000,729.056618
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,1,57.690000,721.007052
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,2,52.850000,749.871222
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,3,54.050000,712.690575
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,4,54.400000,762.620678
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,5,118.205000,724.306919
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,6,160.935000,805.815954
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,7,53.950000,725.706221
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,8,54.400000,749.720128
844-0.005.0.99.400.20.0.5.SEGMENTADO.ROLETA.750,9,55.555000,719.578275
