ID,Exec,FO,Tempo
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,0,500.050000,430.599271
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,1,54.750000,326.425953
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,2,102.050000,328.872634
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,3,502.450000,541.628290
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,4,54.750000,326.668254
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,5,487.850000,469.142814
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,6,483.500000,495.718379
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,7,487.900000,470.429128
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,8,498.400000,472.142044
1652-0.01.0.99.200.10.0.5.SEGMENTADO.TORNEIO_4.1000,9,502.195000,520.852311
