ID,Exec,FO,Tempo
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,0,54.100000,40.009830
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,1,48.900000,40.426111
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,2,54.100000,40.391656
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,3,54.200000,40.352389
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,4,66.735000,40.560051
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,5,58.135000,40.220747
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,6,34.385000,40.238736
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,7,54.300000,39.929826
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,8,53.350000,39.924506
1709-0.01.0.99.200.10.0.8.UNIFORME.ROLETA.1000,9,53.850000,39.888355
