ID,Exec,FO,Tempo
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,0,54.800000,472.469144
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,1,346.300000,385.454268
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,2,54.400000,384.621299
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,3,379.065000,660.390713
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,4,280.100000,361.779675
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,5,377.300000,513.626280
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,6,354.905000,465.980039
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,7,195.060000,436.495773
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,8,322.135000,510.280065
177-0.005.0.95.200.20.0.8.UNIFORME.ROLETA.500,9,65.700000,393.380795
