ID,Exec,FO,Tempo
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,0,54.850000,378.469909
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,1,288.475000,447.081345
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,2,327.345000,415.168819
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,3,54.250000,314.968702
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,4,54.050000,381.017318
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,5,376.765000,481.793595
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,6,334.790000,410.376157
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,7,346.710000,400.373701
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,8,54.300000,380.876294
1259-0.01.0.95.200.20.0.8.UNIFORME.ROLETA.1000,9,339.605000,455.081689
