ID,Exec,FO,Tempo
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,0,5.350000,38.199091
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,1,5.200000,38.114127
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,2,4.470000,38.157664
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,3,6.790000,38.353300
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,4,6.415000,37.913034
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,5,5.400000,38.442391
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,6,5.650000,38.617261
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,7,5.150000,38.651119
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,8,7.250000,38.266248
1712-0.01.0.99.200.20.0.5.UM_PONTO.TORNEIO_2.1000,9,7.300000,39.679139
