ID,Exec,FO,Tempo
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,0,490.570000,555.515883
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,1,423.120000,700.012773
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,2,492.750000,629.220461
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,3,412.800000,684.395882
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,4,490.025000,655.634389
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,5,486.935000,498.251520
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,6,485.490000,560.426298
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,7,429.035000,700.254197
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,8,446.500000,619.776640
1254-0.01.0.95.200.20.0.8.UNIFORME.TORNEIO_4.500,9,405.675000,754.566591
