ID,Exec,FO,Tempo
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,0,5.000000,319.750040
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,1,5.845000,320.490269
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,2,5.750000,320.174187
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,3,4.350000,319.658358
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,4,6.960000,318.572067
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,5,6.200000,318.799271
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,6,5.590000,320.287340
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,7,4.150000,320.606211
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,8,5.050000,320.118297
1628-0.01.0.99.200.10.0.5.UM_PONTO.ROLETA.1000,9,4.310000,319.599074
