ID,Exec,FO,Tempo
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,0,397.440000,1999.096139
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,1,496.900000,2109.015750
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,2,101.900000,1572.842833
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,3,101.250000,1551.777722
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,4,418.925000,2138.773448
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,5,55.200000,1528.570248
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,6,54.800000,1542.270820
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,7,54.750000,1525.299639
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,8,489.925000,1839.098147
1062-0.005.0.99.800.20.0.8.SEGMENTADO.TORNEIO_2.500,9,494.355000,2375.836058
