ID,Exec,FO,Tempo
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,0,75.145000,396.275827
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,1,59.050000,378.701384
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,2,183.885000,352.077867
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,3,14.000000,383.554403
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,4,54.050000,387.271343
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,5,54.400000,374.076259
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,6,59.915000,329.001080
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,7,23.550000,398.924622
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,8,53.000000,391.225064
583-0.005.0.99.200.10.0.5.UNIFORME.ROLETA.750,9,54.650000,375.236269
