ID,Exec,FO,Tempo
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,0,236.590000,45.329271
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,1,54.250000,39.013414
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,2,95.265000,40.396941
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,3,16.800000,38.654696
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,4,54.100000,39.612760
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,5,170.885000,41.821150
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,6,54.100000,39.300742
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,7,54.750000,39.501757
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,8,55.300000,39.733176
627-0.005.0.99.200.10.0.8.UNIFORME.ROLETA.500,9,53.400000,41.203775
