ID,Exec,FO,Tempo
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,0,481.530000,434.716720
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,1,54.550000,322.852386
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,2,54.750000,324.940997
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,3,390.405000,502.755109
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,4,54.900000,317.549909
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,5,380.860000,360.909428
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,6,54.100000,309.589301
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,7,375.565000,503.930566
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,8,54.950000,321.764204
1656-0.01.0.99.200.10.0.5.UNIFORME.TORNEIO_2.500,9,459.570000,391.032705
